Gene_ID,gene_symbol,gene_type,CTCFBSKO_rep4,CTCFBSKO_rep5,WT_rep4,WT_rep5
ENSMUSG00000080671,Gm23335,miRNA,0,0,1,0
ENSMUSG00000098141,Gm6944,processed_pseudogene,0,4,3,2
ENSMUSG00000053644,Aldh7a1,protein_coding,21,11,17,17
ENSMUSG00000008301,Phax,protein_coding,116,116,98,86
ENSMUSG00000032900,Tex43,protein_coding,0,0,3,2
ENSMUSG00000032656,March3,protein_coding,27,27,18,36
ENSMUSG00000087597,Gm15345,antisense,3,5,1,5
ENSMUSG00000024592,C330018D20Rik,protein_coding,41,33,45,36
ENSMUSG00000024593,Megf10,protein_coding,0,3,1,0
ENSMUSG00000024594,Prrc1,protein_coding,129,172,148,144
ENSMUSG00000086607,4930511M06Rik,processed_transcript,2,0,3,9
ENSMUSG00000069372,Ctxn3,protein_coding,0,3,0,0
ENSMUSG00000024597,Slc12a2,protein_coding,38,53,44,49
ENSMUSG00000024598,Fbn2,protein_coding,0,2,7,0
ENSMUSG00000024600,Slc27a6,protein_coding,0,0,1,0
ENSMUSG00000024601,Isoc1,protein_coding,66,70,69,78
ENSMUSG00000050875,A730017C20Rik,protein_coding,0,0,3,1
ENSMUSG00000098287,Mir6355,miRNA,2,0,0,0
ENSMUSG00000090942,F830016B08Rik,protein_coding,0,0,0,2
ENSMUSG00000054072,Iigp1,protein_coding,4,1,0,5
ENSMUSG00000038059,Smim3,protein_coding,17,15,7,22
ENSMUSG00000043079,Synpo,protein_coding,0,4,0,3
ENSMUSG00000080779,Gm8731,processed_pseudogene,5,0,20,6
ENSMUSG00000093327,Mir5107,miRNA,18,6,10,10
ENSMUSG00000036412,Arsi,protein_coding,0,0,3,0
ENSMUSG00000024617,Camk2a,protein_coding,15,8,13,23
ENSMUSG00000052026,Slc6a7,protein_coding,1,1,0,0
ENSMUSG00000024619,Cdx1,protein_coding,0,0,0,3
ENSMUSG00000024620,Pdgfrb,protein_coding,0,1,0,0
ENSMUSG00000024621,Csf1r,protein_coding,22,26,24,26
ENSMUSG00000089125,Gm26403,snRNA,1,2,0,2
ENSMUSG00000034320,Slc26a2,protein_coding,132,71,61,127
ENSMUSG00000024575,Pde6a,protein_coding,3,3,4,0
ENSMUSG00000033871,Ppargc1b,protein_coding,57,61,88,93
ENSMUSG00000093026,Gm25301,miRNA,0,1,0,0
ENSMUSG00000045094,Arhgef37,protein_coding,2,3,0,0
ENSMUSG00000024579,Pcyox1l,protein_coding,28,22,40,24
ENSMUSG00000024580,Grpel2,protein_coding,139,127,126,154
ENSMUSG00000098702,1500015A07Rik,antisense,24,32,39,40
ENSMUSG00000033032,Afap1l1,protein_coding,3,0,0,3
ENSMUSG00000032735,Ablim3,protein_coding,2,0,3,0
ENSMUSG00000045629,Sh3tc2,protein_coding,0,1,2,2
ENSMUSG00000054589,Gm9949,protein_coding,2,9,0,3
ENSMUSG00000026322,Htr4,protein_coding,0,1,0,0
ENSMUSG00000044176,Spink10,protein_coding,0,1,2,0
ENSMUSG00000041789,2700046A07Rik,lincRNA,0,4,0,0
ENSMUSG00000024581,Napg,protein_coding,136,133,143,165
ENSMUSG00000041482,Piezo2,protein_coding,0,0,5,0
ENSMUSG00000088726,Gm22210,snoRNA,0,1,0,0
ENSMUSG00000024583,Txnl1,protein_coding,193,106,140,180
ENSMUSG00000040560,Wdr7,protein_coding,96,158,148,170
ENSMUSG00000056812,St8sia3,protein_coding,0,3,0,2
ENSMUSG00000024588,Fech,protein_coding,51,52,43,66
ENSMUSG00000039529,Atp8b1,protein_coding,0,1,7,1
ENSMUSG00000024589,Nedd4l,protein_coding,121,137,170,197
ENSMUSG00000032845,Alpk2,protein_coding,57,37,39,82
ENSMUSG00000093283,Gm22567,misc_RNA,5,6,4,9
ENSMUSG00000042439,Zfp532,protein_coding,6,0,0,0
ENSMUSG00000046610,Oacyl,protein_coding,0,1,0,1
ENSMUSG00000024519,Cplx4,protein_coding,0,1,0,0
ENSMUSG00000041891,Lman1,protein_coding,112,113,130,144
ENSMUSG00000046318,Ccbe1,protein_coding,0,0,0,3
ENSMUSG00000024521,Pmaip1,protein_coding,140,166,160,229
ENSMUSG00000047259,Mc4r,protein_coding,0,0,0,1
ENSMUSG00000024524,Gnal,protein_coding,8,36,35,31
ENSMUSG00000095972,Gm23512,snRNA,0,1,1,0
ENSMUSG00000062526,Mppe1,protein_coding,123,125,118,139
ENSMUSG00000024525,Impa2,protein_coding,14,34,26,30
ENSMUSG00000046415,B430212C06Rik,processed_transcript,0,1,0,3
ENSMUSG00000001473,Tubb6,protein_coding,1,9,3,18
ENSMUSG00000024527,Afg3l2,protein_coding,139,171,164,218
ENSMUSG00000024530,Slmo1,protein_coding,0,6,0,5
ENSMUSG00000024533,Spire1,protein_coding,0,5,0,0
ENSMUSG00000091695,Gm17669,protein_coding,1,0,1,3
ENSMUSG00000073542,Cep76,protein_coding,30,60,48,41
ENSMUSG00000024537,Psmg2,protein_coding,23,42,28,37
ENSMUSG00000097835,Gm26910,lincRNA,19,18,23,8
ENSMUSG00000024544,Ldlrad4,protein_coding,32,22,35,23
ENSMUSG00000038121,Fam210a,protein_coding,76,124,111,146
ENSMUSG00000009535,Rnmt,protein_coding,96,106,131,129
ENSMUSG00000024546,4930546C10Rik,protein_coding,0,3,0,0
ENSMUSG00000088659,Gm24845,rRNA,0,3,0,0
ENSMUSG00000084948,1700061H18Rik,antisense,0,2,0,0
ENSMUSG00000024511,Rab27b,protein_coding,0,3,1,1
ENSMUSG00000044906,4930503L19Rik,protein_coding,19,36,29,41
ENSMUSG00000079608,Stard6,protein_coding,0,3,0,0
ENSMUSG00000038425,Poli,protein_coding,67,98,93,168
ENSMUSG00000060534,Dcc,protein_coding,7,0,5,1
ENSMUSG00000080635,Gm25509,miRNA,0,0,0,2
ENSMUSG00000036941,Elac1,protein_coding,37,39,30,76
ENSMUSG00000024556,Me2,protein_coding,188,178,124,157
ENSMUSG00000064036,Mro,protein_coding,0,2,5,0
ENSMUSG00000036223,Ska1,protein_coding,0,3,0,1
ENSMUSG00000035394,Cfap53,protein_coding,0,2,0,0
ENSMUSG00000025885,Myo5b,protein_coding,4,4,1,3
ENSMUSG00000086333,1700120E14Rik,antisense,0,0,1,0
ENSMUSG00000088689,Scarna17,scaRNA,4,15,3,12
ENSMUSG00000089235,Gm23119,scaRNA,5,16,23,35
ENSMUSG00000036880,Acaa2,protein_coding,83,68,72,82
ENSMUSG00000053846,Lipg,protein_coding,0,5,2,0
ENSMUSG00000064871,Snord58b,snoRNA,3,13,2,3
ENSMUSG00000064647,Gm23301,snoRNA,6,5,1,17
ENSMUSG00000064844,Gm26202,snoRNA,17,15,9,27
ENSMUSG00000036299,BC031181,protein_coding,56,71,52,81
ENSMUSG00000035765,Dym,protein_coding,49,71,89,103
ENSMUSG00000094153,Gm8807,processed_pseudogene,0,2,1,0
ENSMUSG00000092569,Gm20544,processed_transcript,1,2,5,8
ENSMUSG00000052928,Ctif,protein_coding,4,0,0,2
ENSMUSG00000044646,Zbtb7c,protein_coding,0,2,0,1
ENSMUSG00000091519,Skor2,protein_coding,0,0,2,0
ENSMUSG00000090000,Ier3ip1,protein_coding,13,13,21,14
ENSMUSG00000025421,Hdhd2,protein_coding,91,71,68,109
ENSMUSG00000025423,Pias2,protein_coding,158,88,67,164
ENSMUSG00000082784,Gm15957,processed_pseudogene,0,0,2,1
ENSMUSG00000032818,Loxhd1,protein_coding,3,10,15,14
ENSMUSG00000025427,Rnf165,protein_coding,0,2,0,0
ENSMUSG00000047466,8030462N17Rik,protein_coding,131,106,108,160
ENSMUSG00000077593,Gm26014,snoRNA,0,1,0,0
ENSMUSG00000056682,4930465K10Rik,pseudogene,0,2,0,0
ENSMUSG00000041840,Haus1,protein_coding,32,8,2,20
ENSMUSG00000073529,F830208F22Rik,processed_transcript,1,8,2,1
ENSMUSG00000025429,Pstpip2,protein_coding,2,2,1,1
ENSMUSG00000091055,Siglec15,protein_coding,3,3,0,0
ENSMUSG00000059336,Slc14a1,protein_coding,108,89,63,74
ENSMUSG00000024552,Slc14a2,protein_coding,0,3,0,0
ENSMUSG00000090451,Gm6133,protein_coding,0,2,0,0
ENSMUSG00000024548,Setbp1,protein_coding,71,75,60,68
ENSMUSG00000098165,Gm26977,processed_pseudogene,0,0,0,3
ENSMUSG00000056214,Pard6g,protein_coding,14,8,10,9
ENSMUSG00000053950,Adnp2,protein_coding,141,185,171,214
ENSMUSG00000057130,Txnl4a,protein_coding,43,27,49,38
ENSMUSG00000034006,Pqlc1,protein_coding,70,79,26,72
ENSMUSG00000059852,Kcng2,protein_coding,0,1,0,1
ENSMUSG00000102959,Gm37015,TEC,0,2,0,0
ENSMUSG00000024553,Galr1,protein_coding,0,0,2,0
ENSMUSG00000061684,Rpl21-ps8,processed_pseudogene,3,3,16,18
ENSMUSG00000097141,Gm10524,TEC,16,31,19,38
ENSMUSG00000058881,Zfp516,protein_coding,104,118,101,167
ENSMUSG00000100430,1700095A13Rik,lincRNA,0,0,2,0
ENSMUSG00000049090,Zadh2,protein_coding,137,170,111,189
ENSMUSG00000102951,Gm37216,TEC,0,0,1,1
ENSMUSG00000056162,Cndp1,protein_coding,0,0,0,1
ENSMUSG00000092056,Gm7289,processed_pseudogene,0,1,0,0
ENSMUSG00000024644,Cndp2,protein_coding,112,121,131,133
ENSMUSG00000024646,Cyb5a,protein_coding,94,63,82,86
ENSMUSG00000089744,Gm16146,antisense,2,4,3,5
ENSMUSG00000034391,Fbxo15,protein_coding,0,0,4,6
ENSMUSG00000024645,Timm21,protein_coding,49,70,42,52
ENSMUSG00000094440,Gm25453,snRNA,0,0,1,0
ENSMUSG00000050321,Neto1,protein_coding,0,3,0,3
ENSMUSG00000024647,Cbln2,protein_coding,0,1,0,0
ENSMUSG00000056153,Socs6,protein_coding,37,46,68,56
ENSMUSG00000023066,Rttn,protein_coding,107,61,66,100
ENSMUSG00000034028,Cd226,protein_coding,0,0,0,1
ENSMUSG00000043498,9330132A10Rik,pseudogene,0,2,1,0
ENSMUSG00000091697,Eif3s6-ps2,processed_pseudogene,0,0,3,3
ENSMUSG00000100969,1700030N03Rik,lincRNA,1,0,0,0
ENSMUSG00000024831,Ighmbp2,protein_coding,60,61,82,57
ENSMUSG00000024829,Mrpl21,protein_coding,42,51,51,74
ENSMUSG00000099261,Mir6984,miRNA,5,0,0,0
ENSMUSG00000024905,Mtl5,protein_coding,0,1,6,0
ENSMUSG00000024907,Gal,protein_coding,0,2,0,0
ENSMUSG00000024913,Lrp5,protein_coding,0,2,18,7
ENSMUSG00000035372,1810055G02Rik,protein_coding,7,10,2,10
ENSMUSG00000024843,Chka,protein_coding,95,127,144,180
ENSMUSG00000059734,Ndufs8,protein_coding,108,132,163,162
ENSMUSG00000024885,Aldh3b1,protein_coding,76,40,68,67
ENSMUSG00000037263,Aldh3b3,protein_coding,0,1,0,0
ENSMUSG00000037477,Tbx10,protein_coding,0,1,0,0
ENSMUSG00000024869,Nudt8,protein_coding,11,24,20,27
ENSMUSG00000024871,Doc2g,protein_coding,1,2,7,4
ENSMUSG00000060803,Gstp1,protein_coding,24,51,40,34
ENSMUSG00000038155,Gstp2,protein_coding,1,0,0,0
ENSMUSG00000058216,BC021614,protein_coding,0,0,1,5
ENSMUSG00000024856,Cdk2ap2,protein_coding,117,112,148,146
ENSMUSG00000024847,Aip,protein_coding,140,153,159,173
ENSMUSG00000024842,Cabp4,protein_coding,1,5,4,0
ENSMUSG00000044724,Gpr152,protein_coding,1,2,0,8
ENSMUSG00000024830,Rps6kb2,protein_coding,52,88,76,152
ENSMUSG00000075289,Carns1,protein_coding,43,70,83,69
ENSMUSG00000097233,Gm17552,lincRNA,9,34,31,30
ENSMUSG00000024824,Rad9a,protein_coding,100,106,131,157
ENSMUSG00000040663,Clcf1,protein_coding,127,184,140,199
ENSMUSG00000093346,Gm26115,miRNA,0,6,0,2
ENSMUSG00000034616,Ssh3,protein_coding,17,55,28,44
ENSMUSG00000005986,Ankrd13d,protein_coding,40,44,25,48
ENSMUSG00000041845,Rhod,protein_coding,0,0,3,0
ENSMUSG00000087132,A930001C03Rik,processed_transcript,0,0,0,5
ENSMUSG00000049303,Syt12,protein_coding,1,1,0,0
ENSMUSG00000024892,Pcx,protein_coding,6,7,6,17
ENSMUSG00000045045,Lrfn4,protein_coding,10,1,0,5
ENSMUSG00000024889,Rce1,protein_coding,70,72,78,87
ENSMUSG00000098346,Mir6986,miRNA,0,0,1,1
ENSMUSG00000071691,Gm960,protein_coding,6,7,6,0
ENSMUSG00000067889,Sptbn2,protein_coding,0,7,0,1
ENSMUSG00000033760,Rbm4b,protein_coding,54,63,79,70
ENSMUSG00000094936,Rbm4,protein_coding,21,10,13,25
ENSMUSG00000006456,Rbm14,protein_coding,77,99,77,147
ENSMUSG00000095913,Gm21844,antisense,1,6,0,8
ENSMUSG00000034108,Ccs,protein_coding,8,22,25,18
ENSMUSG00000067872,Ccdc87,protein_coding,0,1,1,0
ENSMUSG00000083282,Ctsf,protein_coding,0,2,0,0
ENSMUSG00000006457,Actn3,protein_coding,0,0,0,1
ENSMUSG00000006463,Zdhhc24,protein_coding,47,29,29,37
ENSMUSG00000006464,Bbs1,protein_coding,1,4,6,4
ENSMUSG00000024902,Mrpl11,protein_coding,72,36,44,45
ENSMUSG00000045903,Npas4,protein_coding,0,0,2,0
ENSMUSG00000024891,Slc29a2,protein_coding,9,7,3,14
ENSMUSG00000047379,B4gat1,protein_coding,23,20,3,8
ENSMUSG00000080268,Brms1,protein_coding,143,188,146,202
ENSMUSG00000024883,Rin1,protein_coding,1,1,8,8
ENSMUSG00000061451,Tmem151a,protein_coding,0,1,3,0
ENSMUSG00000024875,Yif1a,protein_coding,22,31,32,31
ENSMUSG00000024873,Cnih2,protein_coding,2,6,1,1
ENSMUSG00000024862,Klc2,protein_coding,80,95,77,120
ENSMUSG00000024844,Banf1,protein_coding,103,97,84,92
ENSMUSG00000024841,Eif1ad,protein_coding,154,175,195,187
ENSMUSG00000039330,Tsga10ip,protein_coding,1,0,3,2
ENSMUSG00000086938,4930481A15Rik,antisense,57,28,20,41
ENSMUSG00000047423,AI837181,protein_coding,94,64,80,111
ENSMUSG00000024912,Fosl1,protein_coding,4,4,8,4
ENSMUSG00000095098,Ccdc85b,protein_coding,26,24,39,61
ENSMUSG00000024911,Fibp,protein_coding,77,124,90,78
ENSMUSG00000024910,Ctsw,protein_coding,0,3,0,6
ENSMUSG00000024909,Efemp2,protein_coding,1,3,2,0
ENSMUSG00000024906,Mus81,protein_coding,80,80,84,71
ENSMUSG00000056185,Snx32,protein_coding,5,32,15,31
ENSMUSG00000100937,1700020D05Rik,protein_coding,8,4,3,3
ENSMUSG00000024922,Ovol1,protein_coding,1,0,6,0
ENSMUSG00000049562,Ap5b1,protein_coding,94,87,78,112
ENSMUSG00000024925,Rnaseh2c,protein_coding,83,78,105,113
ENSMUSG00000024926,Kat5,protein_coding,79,139,163,221
ENSMUSG00000024936,Kcnk7,protein_coding,0,8,0,0
ENSMUSG00000079478,Sssca1,protein_coding,34,32,16,26
ENSMUSG00000024940,Ltbp3,protein_coding,0,1,0,2
ENSMUSG00000043488,Frmd8os,antisense,1,5,0,0
ENSMUSG00000024816,Frmd8,protein_coding,104,98,70,124
ENSMUSG00000024818,Slc25a45,protein_coding,54,88,57,76
ENSMUSG00000044390,Tigd3,protein_coding,5,3,17,4
ENSMUSG00000045664,Cdc42ep2,protein_coding,0,4,0,2
ENSMUSG00000024833,Pola2,protein_coding,88,85,158,146
ENSMUSG00000037451,Slc22a20,protein_coding,0,0,2,0
ENSMUSG00000097404,Gm10814,lincRNA,4,5,0,6
ENSMUSG00000094281,Gm8034,processed_pseudogene,11,9,4,14
ENSMUSG00000007338,Mrpl49,protein_coding,86,93,114,106
ENSMUSG00000075227,Znhit2,protein_coding,37,23,25,55
ENSMUSG00000024799,Tm7sf2,protein_coding,1,10,7,3
ENSMUSG00000024797,Vps51,protein_coding,93,91,120,149
ENSMUSG00000047733,BC048609,protein_coding,0,0,1,1
ENSMUSG00000024792,Zfpl1,protein_coding,46,34,38,50
ENSMUSG00000024791,Cdca5,protein_coding,10,3,3,5
ENSMUSG00000054999,Naaladl1,protein_coding,1,0,0,5
ENSMUSG00000024790,Sac3d1,protein_coding,7,32,34,28
ENSMUSG00000024787,Snx15,protein_coding,66,35,78,57
ENSMUSG00000024944,Arl2,protein_coding,21,22,25,19
ENSMUSG00000039699,Batf2,protein_coding,0,0,0,1
ENSMUSG00000084742,n-R5s19,rRNA,2,0,0,0
ENSMUSG00000083458,Gm5510,processed_pseudogene,3,0,0,0
ENSMUSG00000024786,1700123I01Rik,protein_coding,0,0,0,1
ENSMUSG00000024777,Ppp2r5b,protein_coding,35,54,79,95
ENSMUSG00000085196,Gm14963,processed_transcript,2,6,26,13
ENSMUSG00000024769,Cdc42bpg,protein_coding,10,58,64,39
ENSMUSG00000079467,Gm14966,antisense,0,11,12,7
ENSMUSG00000032648,Pygm,protein_coding,25,16,12,17
ENSMUSG00000084876,Gm14965,processed_transcript,0,0,0,2
ENSMUSG00000033768,Nrxn2,protein_coding,9,2,1,3
ENSMUSG00000052188,Gm14964,antisense,0,0,6,0
ENSMUSG00000061742,Slc22a12,protein_coding,0,0,12,1
ENSMUSG00000084221,Hmgb1-ps4,processed_pseudogene,4,1,0,1
ENSMUSG00000024952,Rps6ka4,protein_coding,102,139,125,144
ENSMUSG00000024953,Prdx5,protein_coding,153,121,134,121
ENSMUSG00000038812,Trmt112,protein_coding,73,47,67,86
ENSMUSG00000024955,Esrra,protein_coding,81,68,62,55
ENSMUSG00000050623,Tex40,protein_coding,0,3,0,3
ENSMUSG00000024957,Kcnk4,protein_coding,0,0,5,1
ENSMUSG00000024958,Gpr137,protein_coding,25,42,54,37
ENSMUSG00000024959,Bad,protein_coding,60,39,30,34
ENSMUSG00000024960,Plcb3,protein_coding,56,62,79,75
ENSMUSG00000056612,Ppp1r14b,protein_coding,95,91,72,105
ENSMUSG00000056629,Fkbp2,protein_coding,50,38,60,43
ENSMUSG00000024962,Vegfb,protein_coding,81,55,45,55
ENSMUSG00000024963,Dnajc4,protein_coding,13,25,34,38
ENSMUSG00000037349,Nudt22,protein_coding,12,5,10,9
ENSMUSG00000047656,Trpt1,protein_coding,13,6,0,8
ENSMUSG00000036278,Macrod1,protein_coding,5,27,8,29
ENSMUSG00000047787,Flrt1,protein_coding,0,15,5,1
ENSMUSG00000035885,Cox8a,protein_coding,167,153,171,195
ENSMUSG00000096774,Gm22113,snRNA,0,1,0,0
ENSMUSG00000024968,Rcor2,protein_coding,4,6,6,27
ENSMUSG00000091558,Gm17227,antisense,11,7,5,6
ENSMUSG00000024970,AI846148,protein_coding,49,24,18,32
ENSMUSG00000099923,1700105P06Rik,antisense,0,1,0,1
ENSMUSG00000095690,Rab11b-ps2,processed_pseudogene,1,0,0,0
ENSMUSG00000053080,2700081O15Rik,protein_coding,22,22,53,30
ENSMUSG00000024758,Rtn3,protein_coding,164,154,146,205
ENSMUSG00000060675,Pla2g16,protein_coding,43,36,57,47
ENSMUSG00000024972,Lgals12,protein_coding,0,0,1,1
ENSMUSG00000024973,Hrasls5,protein_coding,0,1,0,0
ENSMUSG00000024761,Gm16437,processed_pseudogene,0,0,6,1
ENSMUSG00000053303,Slc22a26,protein_coding,0,0,5,5
ENSMUSG00000076136,Gm24951,miRNA,8,0,3,0
ENSMUSG00000075044,Slc22a29,protein_coding,0,1,0,0
ENSMUSG00000052562,Slc22a30,protein_coding,0,2,0,0
ENSMUSG00000086174,Gm6425,processed_pseudogene,0,2,1,1
ENSMUSG00000063796,Slc22a8,protein_coding,4,0,0,0
ENSMUSG00000064721,Gm25855,snoRNA,0,2,3,9
ENSMUSG00000065392,Gm25894,snoRNA,11,10,20,33
ENSMUSG00000065281,Gm24452,snoRNA,5,13,4,14
ENSMUSG00000065280,Gm24453,snoRNA,5,4,5,17
ENSMUSG00000065378,Gm22744,snoRNA,11,8,1,4
ENSMUSG00000065782,Gm22680,snoRNA,2,3,3,6
ENSMUSG00000065305,Gm23246,snoRNA,5,2,6,27
ENSMUSG00000042729,Wdr74,protein_coding,61,98,114,122
ENSMUSG00000090840,1700092M07Rik,protein_coding,11,11,1,3
ENSMUSG00000003680,Taf6l,protein_coding,73,102,87,160
ENSMUSG00000071662,Polr2g,protein_coding,84,51,66,87
ENSMUSG00000071661,Zbtb3,protein_coding,5,14,11,8
ENSMUSG00000071660,Ttc9c,protein_coding,186,141,135,175
ENSMUSG00000071658,Gng3,protein_coding,0,1,0,1
ENSMUSG00000071657,Bscl2,protein_coding,72,107,37,79
ENSMUSG00000071654,Uqcc3,protein_coding,57,53,78,66
ENSMUSG00000096740,Lbhd1,protein_coding,5,10,16,9
ENSMUSG00000070167,Snora57,snoRNA,15,15,6,13
ENSMUSG00000093314,Mir5136,miRNA,2,0,0,1
ENSMUSG00000071653,1810009A15Rik,protein_coding,0,2,3,3
ENSMUSG00000071652,Ints5,protein_coding,94,100,67,125
ENSMUSG00000071649,B3gat3,protein_coding,97,135,135,125
ENSMUSG00000071648,Rom1,protein_coding,3,11,19,8
ENSMUSG00000071645,Tut1,protein_coding,144,160,119,186
ENSMUSG00000024653,Scgb1a1,protein_coding,0,0,1,0
ENSMUSG00000024654,Asrgl1,protein_coding,69,57,46,76
ENSMUSG00000024658,Gm9750,processed_transcript,0,0,0,1
ENSMUSG00000067608,Pcna-ps2,protein_coding,1,8,3,3
ENSMUSG00000100141,Gm6445,unprocessed_pseudogene,0,1,0,1
ENSMUSG00000096872,Scgb2a2,protein_coding,0,0,2,0
ENSMUSG00000024660,Incenp,protein_coding,101,143,79,148
ENSMUSG00000037418,Best1,protein_coding,24,49,28,22
ENSMUSG00000024663,Rab3il1,protein_coding,0,4,0,6
ENSMUSG00000024664,Fads3,protein_coding,1,0,2,0
ENSMUSG00000024665,Fads2,protein_coding,1,0,0,0
ENSMUSG00000010663,Fads1,protein_coding,1,1,3,6
ENSMUSG00000064032,Gm10143,processed_transcript,0,2,3,7
ENSMUSG00000024742,Fen1,protein_coding,14,2,5,9
ENSMUSG00000036372,Tmem258,protein_coding,45,62,32,48
ENSMUSG00000036098,Myrf,protein_coding,0,4,2,12
ENSMUSG00000035735,Dagla,protein_coding,2,0,0,1
ENSMUSG00000090291,Lrrc10b,protein_coding,0,0,3,4
ENSMUSG00000035179,Ppp1r32,protein_coding,1,4,0,3
ENSMUSG00000024667,Tmem216,protein_coding,5,6,22,18
ENSMUSG00000024666,Tmem138,protein_coding,42,32,40,25
ENSMUSG00000034371,Tkfc,protein_coding,81,77,52,76
ENSMUSG00000043789,Vwce,protein_coding,0,3,0,0
ENSMUSG00000048832,Vps37c,protein_coding,64,36,53,61
ENSMUSG00000024669,Cd5,protein_coding,13,11,15,20
ENSMUSG00000067577,A430093F15Rik,processed_transcript,2,0,0,1
ENSMUSG00000024670,Cd6,protein_coding,0,0,1,15
ENSMUSG00000024737,Slc15a3,protein_coding,52,73,44,50
ENSMUSG00000024736,Tmem132a,protein_coding,0,6,13,3
ENSMUSG00000034659,Tmem109,protein_coding,39,60,91,107
ENSMUSG00000024734,Zp1,protein_coding,0,2,1,0
ENSMUSG00000034117,Ptgdr2,protein_coding,0,2,0,11
ENSMUSG00000024732,Ccdc86,protein_coding,144,113,141,152
ENSMUSG00000067571,Ms4a15,protein_coding,0,0,4,3
ENSMUSG00000075010,AW112010,lincRNA,11,14,22,19
ENSMUSG00000024730,Ms4a8a,protein_coding,0,1,0,1
ENSMUSG00000101439,Gm336,processed_pseudogene,1,5,3,3
ENSMUSG00000099998,Gm6501,processed_pseudogene,2,10,2,5
ENSMUSG00000024728,1700025F22Rik,protein_coding,0,1,1,0
ENSMUSG00000057240,Ms4a13,protein_coding,0,0,0,1
ENSMUSG00000099398,Ms4a14,protein_coding,0,0,2,0
ENSMUSG00000024672,Ms4a7,protein_coding,0,3,0,1
ENSMUSG00000100392,Gm28935,lincRNA,5,11,1,17
ENSMUSG00000101389,Ms4a4a,protein_coding,12,20,10,17
ENSMUSG00000101024,Gm5692,processed_pseudogene,0,1,2,0
ENSMUSG00000100615,Gm5511,processed_pseudogene,54,37,29,32
ENSMUSG00000056290,Ms4a4b,protein_coding,4,2,0,0
ENSMUSG00000079419,Ms4a6c,protein_coding,16,41,43,35
ENSMUSG00000100529,Gm19261,antisense,1,3,5,14
ENSMUSG00000024677,Ms4a6b,protein_coding,44,58,33,69
ENSMUSG00000024678,Ms4a4d,protein_coding,2,0,0,0
ENSMUSG00000024679,Ms4a6d,protein_coding,0,1,0,0
ENSMUSG00000024680,Ms4a2,protein_coding,0,0,1,1
ENSMUSG00000024681,Ms4a3,protein_coding,0,1,0,0
ENSMUSG00000041857,Oosp1,protein_coding,0,0,0,1
ENSMUSG00000024682,Gif,protein_coding,0,1,0,3
ENSMUSG00000024683,Mrpl16,protein_coding,65,56,34,46
ENSMUSG00000041488,Stx3,protein_coding,5,9,3,13
ENSMUSG00000048292,Olfr1417,protein_coding,0,0,1,0
ENSMUSG00000051548,Gm6365,processed_pseudogene,4,0,0,0
ENSMUSG00000077227,Gm22272,snoRNA,0,0,0,4
ENSMUSG00000067524,Olfr1428,protein_coding,0,1,0,3
ENSMUSG00000094133,Olfr1431,protein_coding,0,0,2,0
ENSMUSG00000067520,Olfr1432,unprocessed_pseudogene,0,0,0,3
ENSMUSG00000040065,Pfpl,protein_coding,0,3,0,0
ENSMUSG00000046805,Mpeg1,protein_coding,127,81,78,123
ENSMUSG00000039982,Dtx4,protein_coding,21,31,16,21
ENSMUSG00000086213,A330040F15Rik,processed_transcript,2,10,0,1
ENSMUSG00000063683,Glyat,protein_coding,0,0,9,0
ENSMUSG00000045030,Olfr1443,protein_coding,0,0,0,1
ENSMUSG00000024694,Keg1,protein_coding,0,0,3,1
ENSMUSG00000079415,Cntf,protein_coding,0,1,0,0
ENSMUSG00000091014,Gm5244,transcribed_processed_pseudogene,1,9,2,7
ENSMUSG00000049498,Olfr1449,protein_coding,1,0,0,0
ENSMUSG00000094755,Olfr1453,protein_coding,0,0,0,3
ENSMUSG00000045883,Olfr1461,protein_coding,0,0,0,1
ENSMUSG00000096485,Olfr1466,protein_coding,0,0,0,2
ENSMUSG00000096289,Olfr1484,protein_coding,0,0,1,0
ENSMUSG00000061387,Olfr1490,protein_coding,0,2,0,0
ENSMUSG00000051156,Olfr1491,protein_coding,0,0,2,0
ENSMUSG00000062314,Olfr1505,protein_coding,0,0,0,2
ENSMUSG00000098074,Gm26993,processed_pseudogene,0,0,0,1
ENSMUSG00000063586,Gm5513,processed_pseudogene,2,3,0,0
ENSMUSG00000024640,Psat1,protein_coding,90,88,72,65
ENSMUSG00000041491,Cep78,protein_coding,27,32,38,45
ENSMUSG00000024639,Gnaq,protein_coding,65,74,59,101
ENSMUSG00000057990,E030024N20Rik,processed_pseudogene,8,13,8,5
ENSMUSG00000075268,Gm10819,processed_pseudogene,0,0,3,0
ENSMUSG00000078528,Gm17068,processed_pseudogene,0,2,0,1
ENSMUSG00000024697,Gna14,protein_coding,0,0,3,0
ENSMUSG00000046388,Gm9806,pseudogene,0,1,0,0
ENSMUSG00000056829,Foxb2,protein_coding,0,0,1,0
ENSMUSG00000039126,Prune2,protein_coding,0,0,0,3
ENSMUSG00000038843,Gcnt1,protein_coding,136,153,104,157
ENSMUSG00000024712,Rfk,protein_coding,157,165,143,177
ENSMUSG00000024713,Pcsk5,protein_coding,0,2,9,0
ENSMUSG00000076303,Gm23061,miRNA,0,0,0,1
ENSMUSG00000080783,Gm8250,processed_pseudogene,5,2,5,3
ENSMUSG00000037847,Nmrk1,protein_coding,15,29,17,24
